id	num.apples
731	21
732	20
733	22
734	17
735	18
736	24
737	20
738	17
739	25
740	20
741	15
742	29
743	14
744	11
745	9
746	23
747	17
748	19
749	21
750	18
751	12
752	10
753	18
754	21
755	9
756	21
757	22
758	26
759	21
760	21
761	23
762	20
763	20
764	21
765	24
766	18
767	18
768	16
769	15
770	22
771	28
772	15
773	19
774	15
775	25
776	18
777	21
778	22
779	15
780	19
781	19
782	23
783	14
784	14
785	24
786	17
787	17
788	21
789	18
790	29
791	21
792	21
793	25
794	20
795	20
796	15
797	9
798	14
799	21
800	15
801	23
802	24
803	21
804	19
805	13
806	18
807	18
808	23
809	27
810	23
811	14
812	28
813	25
814	21
815	9
816	15
817	20
818	24
819	14
820	36
821	7
822	19
823	19
824	17
825	18
826	24
827	16
828	10
829	20
830	20
831	20
832	23
833	20
834	24
835	10
836	14
837	22
838	18
839	25
840	15
841	24
842	17
843	14
844	18
845	20
846	14
847	16
848	14
849	25
850	24
851	15
852	23
853	19
854	14
855	22
856	18
857	24
858	19
859	26
860	17
861	21
862	22
863	21
864	21
865	20
866	20
867	27
868	25
869	17
870	27
871	21
872	17
873	21
874	19
875	21
876	15
877	16
878	27
879	25
880	16
881	15
882	29
883	30
884	16
885	13
886	33
887	21
888	21
889	20
890	27
891	19
892	27
893	19
894	23
895	15
896	21
897	26
898	19
899	26
900	34
901	25
902	19
903	20
904	18
905	31
906	5
907	20
908	21
909	21
910	12
911	21
912	21
913	26
914	23
915	26
916	15
917	19
918	21
919	21
920	17
921	27
922	17
923	12
924	22
925	23
926	25
927	15
928	19
929	13
930	24
931	22
932	25
933	23
934	17
935	21
936	10
937	23
938	25
939	16
940	9
941	12
942	14
943	26
944	20
945	14
946	23
947	9
948	19
949	26
950	18
951	27
952	29
953	14
954	14
955	15
956	23
957	24
958	26
959	26
960	25
961	25
962	21
963	16
964	16
965	22
966	28
967	29
968	10
969	16
970	27
971	15
972	12
973	23
974	29
975	30
976	23
977	24
978	23
979	20
980	3
981	24
982	18
983	25
984	17
985	12
986	26
987	21
988	37
989	25
990	25
991	24
992	17
993	18
994	25
995	25
996	23
997	15
998	28
999	13
1000	18
1001	32
1002	23
1003	25
1004	22
1005	15
1006	17
1007	21
1008	5
1009	16
1010	24
1011	19
1012	19
1013	24
1014	17
1015	23
1016	13
1017	14
1018	12
1019	20
1020	19
1021	27
1022	20
1023	27
1024	30
1025	18
1026	22
1027	16
1028	24
1029	15
1030	15
1031	21
1032	20
1033	21
1034	20
1035	17
1036	19
1037	28
1038	20
1039	13
1040	16
1041	14
1042	15
1043	14
1044	7
1045	23
1046	23
1047	19
1048	16
1049	16
1050	22
1051	21
1052	22
1053	20
1054	23
1055	22
1056	23
1057	22
1058	28
1059	15
1060	28
1061	18
1062	20
1063	20
1064	18
1065	7
1066	18
1067	20
1068	11
1069	23
1070	17
1071	27
1072	21
1073	16
1074	21
1075	21
1076	25
1077	19
1078	10
1079	14
1080	16
1081	22
1082	19
1083	17
1084	16
1085	21
1086	16
1087	18
1088	15
1089	13
1090	25
1091	13
1092	20
1093	17
1094	15
1095	21
1096	22
1097	26
1098	22
1099	19
1100	33
1101	17
1102	15
1103	17
1104	19
1105	23
1106	22
1107	19
1108	16
1109	26
1110	25
1111	16
1112	23
1113	22
1114	25
1115	21
1116	14
1117	24
1118	16
1119	23
1120	28
1121	13
1122	28
1123	27
1124	17
1125	19
1126	17
1127	17
1128	23
1129	16
1130	19
1131	19
1132	20
1133	21
1134	28
1135	18
1136	16
1137	24
1138	22
1139	21
1140	23
1141	13
1142	25
1143	22
1144	25
1145	17
1146	11
1147	18
1148	15
1149	31
1150	18
1151	19
1152	25
1153	23
1154	23
1155	33
1156	21
1157	30
1158	21
1159	13
1160	9
1161	23
1162	15
1163	20
1164	29
1165	22
1166	19
1167	10
1168	16
1169	17
1170	23
1171	22
1172	20
1173	21
1174	19
1175	20
1176	21
1177	22
1178	29
1179	14
1180	27
1181	23
1182	12
1183	19
1184	17
1185	15
1186	12
1187	18
1188	18
1189	18
1190	10
1191	22
1192	24
1193	24
1194	24
1195	21
1196	27
1197	16
1198	14
1199	22
1200	22
1201	16
1202	20
1203	22
1204	22
1205	24
1206	25
1207	8
1208	29
1209	22
1210	17
1211	14
1212	25
1213	22
1214	25
1215	20
1216	19
1217	31
1218	10
1219	22
1220	22
1221	22
1222	23
1223	19
1224	26
1225	8
1226	16
1227	19
1228	21
1229	22
1230	23
1231	12
1232	20
1233	23
1234	27
1235	19
1236	28
1237	19
1238	20
1239	21
1240	17
1241	24
1242	13
1243	20
1244	17
1245	17
1246	26
1247	25
1248	28
1249	19
1250	20
1251	12
1252	18
1253	29
1254	18
1255	14
1256	20
1257	26
1258	12
1259	19
1260	22
1261	30
1262	17
1263	28
1264	18
1265	15
1266	14
1267	19
1268	20
1269	18
1270	25
1271	21
1272	19
1273	17
1274	14
1275	10
1276	21
1277	20
1278	27
1279	21
1280	24
1281	20
1282	16
1283	21
1284	22
1285	16
1286	20
1287	30
1288	14
1289	27
1290	19
1291	27
1292	16
1293	20
1294	22
1295	19
1296	23
1297	19
1298	26
1299	21
1300	23
1301	14
1302	17
1303	25
1304	23
1305	19
1306	19
1307	24
1308	19
1309	20
1310	12
1311	29
1312	24
1313	24
1314	10
1315	20
1316	18
1317	13
1318	24
1319	26
1320	17
1321	19
1322	29
1323	12
1324	24
1325	18
1326	19
1327	17
1328	25
1329	14
1330	25
1331	27
1332	12
1333	14
1334	23
1335	15
1336	17
1337	18
1338	18
1339	24
1340	17
1341	20
1342	24
1343	12
1344	17
1345	24
1346	18
1347	7
1348	16
1349	24
1350	18
1351	18
1352	19
1353	24
1354	18
1355	22
1356	23
1357	15
1358	20
1359	17
1360	22
1361	12
1362	28
1363	27
1364	16
1365	17
1366	15
1367	19
1368	17
1369	21
1370	11
1371	21
1372	20
1373	12
1374	21
1375	20
1376	19
1377	20
1378	22
1379	22
1380	18
1381	26
1382	20
1383	19
1384	25
1385	25
1386	16
1387	15
1388	16
1389	14
1390	11
1391	22
1392	19
1393	23
1394	20
1395	22
1396	18
1397	15
1398	24
1399	24
1400	11
1401	24
1402	11
1403	20
1404	18
1405	19
1406	25
1407	14
1408	19
1409	33
1410	13
1411	17
1412	20
1413	21
1414	17
1415	19
1416	25
1417	19
1418	21
1419	22
1420	22
1421	22
1422	20
1423	16
1424	20
1425	15
1426	20
1427	18
1428	19
1429	15
1430	19
1431	15
1432	18
1433	23
1434	21
1435	24
1436	22
1437	21
1438	25
1439	26
1440	13
1441	24
1442	24
1443	25
1444	15
1445	32
1446	7
1447	20
1448	21
1449	19
1450	24
1451	21
1452	16
1453	27
1454	19
1455	23
1456	17
1457	15
1458	17
1459	15
1460	23
1461	12
1462	15
1463	20
1464	11
1465	17
1466	18
1467	27
1468	19
1469	17
1470	17
1471	22
1472	18
1473	17
1474	19
1475	25
1476	28
1477	17
1478	20
1479	18
1480	29
1481	23
1482	11
1483	18
1484	9
1485	20
1486	24
1487	16
1488	14
1489	26
1490	15
1491	25
1492	21
1493	24
1494	25
1495	26
1496	26
1497	21
1498	21
1499	15
1500	14
1501	17
1502	19
1503	15
1504	24
1505	16
1506	22
1507	24
1508	14
1509	25
1510	9
1511	21
1512	28
1513	23
1514	25
1515	17
1516	21
1517	26
1518	13
1519	25
1520	13
1521	18
1522	33
1523	23
1524	20
1525	25
1526	19
1527	23
1528	18
1529	8
1530	22
1531	17
1532	17
1533	20
1534	27
1535	21
1536	24
1537	23
1538	21
1539	23
1540	19
1541	14
1542	22
1543	9
1544	15
1545	20
1546	19
1547	18
1548	25
1549	15
1550	7
1551	24
1552	20
1553	19
1554	18
1555	12
1556	15
1557	23
1558	20
1559	13
1560	23
1561	24
1562	19
1563	20
1564	27
1565	22
1566	26
1567	20
1568	27
1569	20
1570	25
1571	18
1572	15
1573	25
1574	31
1575	18
1576	27
1577	19
1578	25
1579	15
1580	21
1581	16
1582	13
1583	23
1584	28
1585	16
1586	16
1587	15
1588	18
1589	23
1590	24
1591	22
1592	24
1593	18
1594	19
1595	23
1596	19
1597	15
1598	13
1599	33
1600	12
1601	20
1602	30
1603	24
1604	19
1605	23
1606	29
1607	21
1608	17
1609	27
1610	29
1611	15
1612	24
1613	21
1614	24
1615	23
1616	20
1617	22
1618	14
1619	13
1620	24
1621	20
1622	19
1623	12
1624	17
1625	21
1626	18
1627	20
1628	22
1629	19
1630	22
1631	19
1632	18
1633	19
1634	23
1635	24
1636	32
1637	15
1638	16
1639	23
1640	28
1641	26
1642	18
1643	17
1644	28
1645	28
1646	21
1647	29
1648	20
1649	16
1650	20
1651	20
1652	12
1653	19
1654	18
1655	22
1656	17
1657	22
1658	23
1659	19
1660	20
1661	32
1662	28
1663	28
1664	20
1665	16
1666	23
1667	20
1668	38
1669	10
1670	19
1671	27
1672	10
1673	19
1674	22
1675	19
1676	15
1677	19
1678	27
1679	13
1680	27
1681	25
1682	14
1683	12
1684	20
1685	21
1686	26
1687	20
1688	22
1689	26
1690	26
1691	24
1692	22
1693	22
1694	26
1695	26
1696	20
1697	22
1698	28
1699	27
1700	15
1701	27
1702	20
1703	12
1704	26
1705	20
1706	25
1707	30
1708	25
1709	18
1710	19
1711	15
1712	16
1713	22
1714	19
1715	23
1716	24
1717	22
1718	18
1719	13
1720	21
1721	15
1722	23
1723	24
1724	22
1725	15
1726	16
1727	18
1728	21
1729	32
1730	15
1731	9
1732	19
1733	16
1734	9
1735	16
1736	18
1737	14
1738	24
1739	25
1740	18
1741	13
1742	23
1743	16
1744	16
1745	21
1746	15
1747	19
1748	16
1749	22
1750	16
1751	16
1752	15
1753	20
1754	26
1755	16
1756	21
1757	17
1758	15
1759	25
1760	17
1761	28
1762	17
1763	23
1764	26
1765	31
1766	16
1767	20
1768	25
1769	17
1770	23
1771	18
1772	14
1773	9
1774	23
1775	18
1776	29
1777	14
1778	18
1779	24
1780	19
1781	22
1782	27
1783	31
1784	20
1785	16
1786	15
1787	17
1788	18
1789	14
1790	23
1791	27
1792	18
1793	15
1794	14
1795	24
1796	20
1797	10
1798	19
1799	20
1800	16
1801	14
1802	18
1803	16
1804	17
1805	8
1806	19
1807	25
1808	26
1809	30
1810	21
1811	15
1812	23
1813	25
1814	29
1815	24
1816	27
1817	22
1818	14
1819	16
1820	29
1821	24
1822	17
1823	16
1824	15
1825	21
1826	19
1827	15
1828	26
1829	20
1830	24
1831	18
1832	21
1833	25
1834	23
1835	25
1836	11
1837	21
1838	19
1839	17
1840	17
1841	28
1842	22
1843	19
1844	25
1845	17
1846	21
1847	27
1848	18
1849	16
1850	17
1851	15
1852	21
1853	22
1854	24
1855	29
1856	27
1857	14
1858	30
1859	21
1860	18
1861	29
1862	22
1863	29
1864	20
1865	16
1866	10
1867	26
1868	16
1869	24
1870	21
1871	22
1872	26
1873	18
1874	18
1875	19
1876	25
1877	18
1878	19
1879	24
1880	24
1881	24
1882	20
1883	24
1884	21
1885	17
1886	29
1887	11
1888	24
1889	22
1890	20
1891	17
1892	19
1893	29
1894	20
1895	18
1896	16
1897	18
1898	20
1899	13
1900	26
1901	20
1902	27
1903	25
1904	27
1905	13
1906	23
1907	18
1908	20
1909	17
1910	21
1911	20
1912	9
1913	24
1914	21
1915	15
1916	14
1917	17
1918	12
1919	21
1920	28
1921	21
1922	23
1923	13
1924	12
1925	16
1926	24
1927	16
1928	23
1929	19
1930	22
1931	15
1932	15
1933	19
1934	19
1935	11
1936	23
1937	10
1938	18
1939	20
1940	16
1941	13
1942	18
1943	19
1944	15
1945	13
1946	14
1947	17
1948	18
1949	27
1950	14
1951	22
1952	18
1953	20
1954	17
1955	24
1956	11
1957	21
1958	20
1959	25
1960	19
1961	22
1962	22
1963	17
1964	20
1965	19
1966	26
1967	21
1968	21
1969	32
1970	22
1971	22
1972	23
1973	28
1974	25
1975	22
1976	17
1977	22
1978	21
1979	11
1980	12
1981	11
1982	27
1983	23
1984	8
1985	22
1986	20
1987	19
1988	16
1989	14
1990	24
1991	17
1992	19
1993	23
1994	23
1995	18
1996	17
1997	21
1998	14
1999	22
2000	21
2001	21
2002	19
2003	11
2004	10
2005	14
2006	22
2007	19
2008	16
2009	16
2010	23
2011	12
2012	24
2013	22
2014	16
2015	20
2016	24
2017	27
2018	27
2019	22
2020	19
2021	22
2022	19
2023	15
2024	24
2025	23
2026	26
2027	28
2028	27
2029	24
2030	20
2031	20
2032	18
2033	16
2034	18
2035	23
2036	22
2037	14
2038	26
2039	26
2040	27
2041	14
2042	18
2043	18
2044	18
2045	17
2046	17
2047	15
2048	17
2049	18
2050	21
2051	23
2052	25
2053	16
2054	20
2055	32
2056	18
2057	24
2058	17
2059	25
2060	23
2061	15
2062	25
2063	26
2064	24
2065	6
2066	21
2067	28
2068	19
2069	17
2070	19
2071	8
2072	14
2073	20
2074	24
2075	21
2076	23
2077	15
2078	27
2079	26
2080	23
2081	19
2082	24
2083	17
2084	16
2085	9
2086	21
2087	8
2088	20
2089	22
2090	24
2091	25
2092	23
2093	16
2094	24
2095	20
2096	11
2097	19
2098	11
2099	15
2100	17
2101	17
2102	25
2103	20
2104	15
2105	17
2106	17
2107	21
2108	23
2109	18
2110	18
2111	23
2112	16
2113	19
2114	19
2115	16
2116	17
2117	18
2118	16
2119	20
2120	14
2121	22
2122	18
2123	24
2124	22
2125	17
2126	18
2127	23
2128	24
2129	22
2130	22
2131	11
2132	21
2133	13
2134	20
2135	17
2136	19
2137	14
2138	19
2139	28
2140	29
2141	8
2142	12
2143	13
2144	14
2145	30
2146	25
2147	19
2148	25
2149	31
2150	23
2151	29
2152	14
2153	15
2154	25
2155	24
2156	24
2157	22
2158	18
2159	25
2160	29
2161	26
2162	13
2163	22
2164	20
2165	20
2166	19
2167	14
2168	22
2169	27
2170	28
2171	22
2172	16
2173	17
2174	17
2175	23
2176	19
2177	35
2178	19
2179	21
2180	19
2181	17
2182	24
2183	17
2184	20
2185	19
2186	6
2187	23
2188	21
2189	16
2190	27
2191	14
2192	11
2193	17
2194	14
2195	24
2196	20
2197	18
2198	20
2199	15
2200	21
2201	21
2202	20
2203	20
2204	14
2205	25
2206	13
2207	31
2208	28
2209	23
2210	13
2211	22
2212	12
2213	19
2214	24
2215	24
2216	20
2217	19
2218	21
2219	12
2220	18
2221	29
2222	11
2223	28
2224	23
2225	18
2226	31
2227	20
2228	29
2229	20
2230	23
2231	17
2232	15
2233	10
2234	17
2235	24
2236	14
2237	14
2238	18
2239	21
2240	18
2241	26
2242	21
2243	20
2244	14
2245	15
2246	22
2247	18
2248	26
2249	12
2250	22
2251	17
2252	27
2253	22
2254	15
2255	13
2256	21
2257	18
2258	20
2259	19
2260	23
2261	15
2262	37
2263	21
2264	17
2265	19
2266	23
2267	23
2268	11
2269	10
2270	20
2271	24
2272	21
2273	25
2274	22
2275	22
2276	28
2277	15
2278	16
2279	22
2280	21
2281	9
2282	23
2283	14
2284	14
2285	29
2286	26
2287	16
2288	28
2289	17
2290	25
2291	27
2292	27
2293	26
2294	19
2295	17
2296	26
2297	20
2298	17
2299	15
2300	27
2301	24
2302	27
2303	17
2304	21
2305	15
2306	20
2307	16
2308	22
2309	20
2310	27
2311	22
2312	18
2313	11
2314	18
2315	17
2316	26
2317	22
2318	17
2319	21
2320	21
2321	22
2322	19
2323	26
2324	27
2325	14
2326	25
2327	16
2328	21
2329	25
2330	22
2331	20
2332	20
2333	31
2334	27
2335	20
2336	18
2337	29
2338	20
2339	22
2340	27
2341	17
2342	18
2343	18
2344	21
2345	8
2346	18
2347	24
2348	22
2349	22
2350	12
2351	21
2352	19
2353	20
2354	24
2355	27
2356	19
2357	17
2358	19
2359	24
2360	19
2361	18
2362	20
2363	27
2364	15
2365	18
2366	15
2367	31
2368	18
2369	25
2370	20
2371	19
2372	18
2373	16
2374	27
2375	23
2376	20
2377	15
2378	18
2379	25
2380	15
2381	17
2382	24
2383	22
2384	17
2385	28
2386	14
2387	27
2388	24
2389	10
2390	22
2391	24
2392	16
2393	20
2394	12
2395	15
2396	21
2397	21
2398	20
2399	16
2400	23
2401	27
2402	17
2403	20
2404	17
2405	20
2406	21
2407	19
2408	18
2409	18
2410	20
2411	19
2412	17
2413	22
2414	22
2415	21
2416	14
2417	22
2418	22
2419	19
2420	23
2421	26
2422	22
2423	24
2424	26
2425	28
2426	18
2427	18
2428	18
2429	26
2430	23
2431	25
2432	22
2433	19
2434	13
2435	11
2436	30
2437	20
2438	23
2439	23
2440	27
2441	23
2442	20
2443	24
2444	22
2445	17
2446	25
2447	21
2448	20
2449	15
2450	26
2451	18
2452	20
2453	20
2454	20
2455	23
2456	25
2457	23
2458	13
2459	8
2460	18
2461	19
2462	19
2463	13
2464	17
2465	11
2466	33
2467	23
2468	20
2469	11
2470	19
2471	24
2472	24
2473	22
2474	27
2475	11
2476	14
2477	20
2478	21
2479	17
2480	26
2481	10
2482	15
2483	28
2484	24
2485	12
2486	24
2487	22
2488	13
2489	22
2490	24
2491	15
2492	23
2493	14
2494	23
2495	15
2496	18
2497	15
2498	23
2499	19
2500	22
2501	23
2502	20
2503	20
2504	22
2505	23
2506	20
2507	22
2508	24
2509	23
2510	27
2511	11
2512	22
2513	21
2514	16
2515	16
2516	23
2517	18
2518	19
2519	23
2520	26
2521	30
2522	24
2523	30
2524	26
2525	22
2526	21
2527	30
2528	15
2529	20
2530	21
2531	8
2532	18
2533	22
2534	6
2535	22
2536	19
2537	22
2538	24
2539	27
2540	12
2541	20
2542	17
2543	20
2544	19
2545	14
2546	11
2547	31
2548	13
2549	21
2550	14
2551	28
2552	11
2553	16
2554	14
2555	20
2556	18
2557	32
2558	20
2559	27
2560	24
2561	23
2562	23
2563	21
2564	16
2565	18
2566	22
2567	8
2568	11
2569	18
2570	11
2571	21
2572	22
2573	24
2574	26
2575	23
2576	23
2577	21
2578	20
2579	16
2580	31
2581	16
2582	28
2583	25
2584	30
2585	24
2586	18
2587	18
2588	13
2589	25
2590	20
2591	20
2592	20
2593	17
2594	18
2595	24
2596	27
2597	20
2598	21
2599	21
2600	21
2601	19
2602	23
2603	24
2604	21
2605	23
2606	17
2607	21
2608	23
2609	19
2610	19
2611	18
2612	23
2613	21
2614	33
2615	19
2616	21
2617	15
2618	24
2619	18
2620	21
2621	25
2622	28
2623	19
2624	18
2625	21
2626	26
2627	21
2628	21
2629	24
2630	24
2631	25
2632	10
2633	14
2634	14
2635	22
2636	13
2637	19
2638	22
2639	30
2640	19
2641	20
2642	21
2643	17
2644	4
2645	28
2646	18
2647	16
2648	21
2649	17
2650	25
2651	18
2652	24
2653	19
2654	15
2655	24
2656	32
2657	15
2658	18
2659	14
2660	28
2661	21
2662	8
2663	9
2664	25
2665	21
2666	10
2667	14
2668	22
2669	20
2670	11
2671	24
2672	18
2673	26
2674	22
2675	26
2676	10
2677	24
2678	25
2679	23
2680	14
2681	20
2682	10
2683	17
2684	16
2685	22
2686	31
2687	22
2688	18
2689	25
2690	24
2691	21
2692	17
2693	23
2694	23
2695	21
2696	30
2697	32
2698	15
2699	22
2700	14
2701	17
2702	18
2703	19
2704	29
2705	16
2706	23
2707	24
2708	21
2709	23
2710	17
2711	18
2712	17
2713	9
2714	23
2715	18
2716	19
2717	23
2718	20
2719	19
2720	17
2721	28
2722	21
2723	21
2724	25
2725	22
2726	16
2727	18
2728	16
2729	12
2730	19
2731	23
2732	17
2733	22
2734	24
2735	19
2736	18
2737	16
2738	19
2739	28
2740	20
2741	18
2742	18
2743	20
2744	21
2745	27
2746	18
2747	25
2748	17
2749	21
2750	18
2751	25
2752	27
2753	28
2754	23
2755	17
2756	19
2757	22
2758	10
2759	27
2760	15
2761	18
2762	27
2763	22
2764	22
2765	16
2766	12
2767	16
2768	23
2769	24
2770	20
2771	18
2772	22
2773	17
2774	23
2775	14
2776	29
2777	6
2778	27
2779	17
2780	26
2781	13
2782	18
2783	21
2784	15
2785	17
2786	22
2787	23
2788	14
2789	15
2790	21
2791	27
2792	24
2793	12
2794	16
2795	11
2796	24
2797	16
2798	20
2799	23
2800	19
2801	16
2802	21
2803	13
2804	32
2805	8
2806	31
2807	23
2808	17
2809	21
2810	20
2811	31
2812	31
2813	24
2814	19
2815	21
2816	16
2817	15
2818	18
2819	28
2820	18
2821	21
2822	26
2823	22
2824	23
2825	17
2826	21
2827	15
2828	16
2829	14
2830	18
2831	22
2832	19
2833	15
2834	15
2835	13
2836	22
2837	21
2838	13
2839	12
2840	20
2841	18
2842	14
2843	25
2844	20
2845	20
2846	23
2847	22
2848	18
2849	14
2850	26
2851	11
2852	27
2853	17
2854	30
2855	19
2856	17
2857	20
2858	27
2859	11
2860	18
2861	21
2862	21
2863	21
2864	18
2865	14
2866	34
2867	13
2868	25
2869	14
2870	10
2871	21
2872	31
2873	23
2874	12
2875	17
2876	16
2877	14
2878	25
2879	32
2880	13
2881	24
2882	15
2883	25
2884	21
2885	19
2886	24
2887	31
2888	27
2889	19
2890	24
2891	15
2892	22
2893	25
2894	22
2895	17
2896	20
2897	17
2898	22
2899	18
2900	19
2901	17
2902	25
2903	22
2904	15
2905	21
2906	17
2907	21
2908	29
2909	15
2910	21
2911	13
2912	23
2913	13
2914	11
2915	23
2916	16
2917	10
2918	13
2919	25
2920	21
2921	21
2922	24
2923	21
2924	4
2925	20
2926	13
2927	15
2928	12
2929	22
2930	31
2931	22
2932	30
2933	19
2934	17
2935	24
2936	14
2937	13
2938	5
2939	9
2940	18
2941	21
2942	18
2943	10
2944	14
2945	16
2946	24
2947	22
2948	16
2949	12
2950	19
2951	11
2952	17
2953	18
2954	26
2955	24
2956	21
2957	19
2958	18
2959	23
2960	13
2961	18
2962	26
2963	16
2964	12
2965	20
2966	21
2967	29
2968	15
2969	17
2970	26
2971	19
2972	22
2973	22
2974	26
2975	25
2976	20
2977	14
2978	20
2979	24
2980	26
2981	23
2982	12
2983	21
2984	14
2985	18
2986	15
2987	29
2988	19
2989	29
2990	11
2991	16
2992	24
2993	17
2994	30
2995	17
2996	9
2997	20
